"","Customer_Name","Number_of_Rentals","Actor_Name"
"1167","Mathew Bolin",2,"Sean Guiness"
"1168","Ben Easter",2,"Sandra Kilmer"
"1169","Angela Hernandez",2,"Val Bolger"
"1170","Bobbie Craig",2,"Mary Keitel"
"1171","Viola Hanson",2,"Walter Torn"
"1172","Ralph Madrigal",2,"Sandra Kilmer"
"1173","Vickie Brewer",2,"Gina Degeneres"
"1174","Patrick Newsom",2,"Mary Keitel"
"1175","Arnold Havens",2,"Val Bolger"
"1176","Sue Peters",2,"Walter Torn"
"1177","George Linton",2,"Sean Guiness"
"1178","Carole Barnett",2,"Mary Keitel"
"1179","Sharon Robinson",2,"Mary Keitel"
"1180","Ramon Choate",2,"Jayne Nolte"
"1181","Emily Diaz",2,"Gina Degeneres"
"1182","Bradley Motley",2,"Sean Guiness"
"1183","Marie Turner",2,"Sandra Kilmer"
"1184","June Carroll",2,"Matthew Carrey"
"1185","Esther Crawford",2,"Walter Torn"
"1186","Matthew Mahan",2,"Walter Torn"
"1187","Diana Alexander",2,"Angela Witherspoon"
"1188","Lewis Lyman",2,"Angela Witherspoon"
"1189","Judith Cox",2,"Mary Keitel"
"1190","Frank Waggoner",2,"Sean Guiness"
"1191","Judith Cox",2,"Val Bolger"
"1192","Terri Vasquez",2,"Mary Keitel"
"1193","John Farnsworth",2,"Henry Berry"
"1194","Roland South",2,"Sandra Kilmer"
"1195","Colleen Burton",2,"Mary Keitel"
"1196","Nina Soto",2,"Matthew Carrey"
"1197","Byron Box",2,"Matthew Carrey"
"1198","Arthur Simpkins",2,"Henry Berry"
"1199","Rita Graham",2,"Walter Torn"
"1200","Susan Wilson",2,"Walter Torn"
"1201","Dustin Gillette",2,"Mary Keitel"
"1202","Maurice Crawley",2,"Sandra Kilmer"
"1203","Linda Williams",2,"Mary Keitel"
"1204","Miguel Betancourt",2,"Matthew Carrey"
"1205","Marion Snyder",2,"Val Bolger"
"1206","Douglas Graf",2,"Angela Witherspoon"
"1207","Charles Kowalski",2,"Angela Witherspoon"
"1208","Brenda Wright",2,"Jayne Nolte"
"1209","Deanna Byrd",2,"Mary Keitel"
"1210","Theresa Watson",2,"Mary Keitel"
"1211","Miriam Mckinney",2,"Sean Guiness"
"1212","Terry Carlson",2,"Jayne Nolte"
"1213","Jose Andrew",2,"Val Bolger"
"1214","Jacqueline Long",2,"Gina Degeneres"
"1215","Lillian Griffin",2,"Angela Witherspoon"
"1216","Kristen Chavez",2,"Mary Keitel"
"1217","Jane Bennett",2,"Jayne Nolte"
"1218","Tim Cary",2,"Sandra Kilmer"
"1219","Shelly Watts",2,"Mary Keitel"
"1220","Bob Pfeiffer",2,"Mary Keitel"
"1221","Christy Vargas",2,"Mary Keitel"
"1222","Marcia Dean",2,"Mary Keitel"
"1223","Stanley Scroggins",2,"Mary Keitel"
"1224","Lydia Burke",2,"Walter Torn"
"1225","Becky Miles",2,"Gina Degeneres"
"1226","Phyllis Foster",2,"Val Bolger"
"1227","Kurt Emmons",2,"Walter Torn"
"1228","Rosemary Schmidt",2,"Gina Degeneres"
"1229","Josephine Gomez",2,"Jayne Nolte"
"1230","Pauline Henry",2,"Angela Witherspoon"
"1231","Gordon Allard",2,"Angela Witherspoon"
"1232","Brad Mccurdy",2,"Walter Torn"
"1233","Eddie Tomlin",2,"Val Bolger"
"1234","Shirley Allen",2,"Henry Berry"
"1235","Randall Neumann",2,"Henry Berry"
"1236","Dennis Gilman",2,"Henry Berry"
"1237","Florence Woods",2,"Gina Degeneres"
"1238","Sarah Lewis",2,"Mary Keitel"
"1239","Bernice Willis",2,"Gina Degeneres"
"1240","Joyce Edwards",2,"Matthew Carrey"
"1241","Cody Nolen",2,"Sean Guiness"
"1242","Erica Matthews",2,"Gina Degeneres"
"1243","Melvin Ellington",2,"Angela Witherspoon"
"1244","Jane Bennett",2,"Gina Degeneres"
"1245","Gloria Cook",2,"Gina Degeneres"
"1246","Pearl Garza",2,"Matthew Carrey"
"1247","Valerie Black",2,"Angela Witherspoon"
"1248","Paul Trout",2,"Henry Berry"
"1249","Agnes Bishop",2,"Matthew Carrey"
"1250","Florence Woods",2,"Angela Witherspoon"
"1251","Fred Wheat",2,"Jayne Nolte"
"1252","Calvin Martel",2,"Gina Degeneres"
"1253","Shannon Freeman",2,"Henry Berry"
"1254","Christina Ramirez",2,"Val Bolger"
"1255","Lisa Anderson",2,"Val Bolger"
"1256","Julie Sanchez",2,"Matthew Carrey"
"1257","Betty White",2,"Walter Torn"
"1258","Norman Currier",2,"Henry Berry"
"1259","Corey Hauser",2,"Walter Torn"
"1260","Craig Morrell",2,"Matthew Carrey"
"1261","Tyler Wren",2,"Gina Degeneres"
"1262","Pamela Baker",2,"Jayne Nolte"
"1263","Cecil Vines",2,"Gina Degeneres"
"1264","Nancy Thomas",2,"Val Bolger"
"1265","Allen Butterfield",2,"Sandra Kilmer"
"1266","Amy Lopez",2,"Angela Witherspoon"
"1267","Walter Perryman",2,"Matthew Carrey"
"1268","Karen Jackson",2,"Henry Berry"
"1269","Clyde Tobias",2,"Sean Guiness"
"1270","Rhonda Kennedy",2,"Sandra Kilmer"
"1271","Carolyn Perez",2,"Walter Torn"
"1272","Crystal Ford",2,"Jayne Nolte"
"1273","Stephen Qualls",2,"Matthew Carrey"
"1274","Olga Jimenez",2,"Gina Degeneres"
"1275","Dolores Wagner",2,"Angela Witherspoon"
"1276","Viola Hanson",2,"Jayne Nolte"
"1277","Paul Trout",2,"Walter Torn"
"1278","Jeff East",2,"Val Bolger"
"1279","Alexander Fennell",2,"Angela Witherspoon"
"1280","Joann Gardner",2,"Sandra Kilmer"
"1281","Jimmy Schrader",2,"Angela Witherspoon"
"1282","Shirley Allen",2,"Walter Torn"
"1283","Brad Mccurdy",2,"Gina Degeneres"
"1284","Virgil Wofford",2,"Jayne Nolte"
"1285","Gertrude Castillo",2,"Gina Degeneres"
"1286","Hilda Hopkins",2,"Henry Berry"
"1287","Matthew Mahan",2,"Gina Degeneres"
"1288","Katie Elliott",2,"Sandra Kilmer"
"1289","Mildred Bailey",2,"Gina Degeneres"
"1290","Lillie Kim",2,"Sean Guiness"
"1291","Jimmy Schrader",2,"Val Bolger"
"1292","Kristina Chambers",2,"Henry Berry"
"1293","Stacey Montgomery",2,"Sean Guiness"
"1294","Glenn Pullen",2,"Sandra Kilmer"
"1295","Roy Whiting",2,"Mary Keitel"
"1296","Helen Harris",2,"Jayne Nolte"
"1297","Deborah Walker",2,"Matthew Carrey"
"1298","Brandon Huey",2,"Mary Keitel"
"1299","Jean Bell",2,"Jayne Nolte"
"1300","Diana Alexander",2,"Sandra Kilmer"
"1301","Evelyn Morgan",2,"Sean Guiness"
"1302","Dan Paine",2,"Matthew Carrey"
"1303","Sandra Martin",2,"Angela Witherspoon"
"1304","Wesley Bull",2,"Walter Torn"
"1305","Kristin Johnston",2,"Angela Witherspoon"
"1306","Joel Francisco",2,"Henry Berry"
"1307","Dennis Gilman",2,"Sean Guiness"
"1308","Phyllis Foster",2,"Sandra Kilmer"
"1309","Enrique Forsythe",2,"Angela Witherspoon"
"1310","Joan Cooper",2,"Mary Keitel"
"1311","Gabriel Harder",2,"Henry Berry"
"1312","Ricky Shelby",2,"Matthew Carrey"
"1313","Doris Reed",2,"Jayne Nolte"
"1314","Velma Lucas",2,"Matthew Carrey"
"1315","Crystal Ford",2,"Gina Degeneres"
"1316","Rafael Abney",2,"Gina Degeneres"
"1317","Juanita Mason",2,"Sandra Kilmer"
"1318","Vernon Chapa",2,"Mary Keitel"
"1319","Claude Herzog",2,"Walter Torn"
"1320","Viola Hanson",2,"Gina Degeneres"
"1321","Greg Robins",2,"Matthew Carrey"
"1322","Tanya Gilbert",2,"Sean Guiness"
"1323","Eugene Culpepper",2,"Sandra Kilmer"
"1324","Roger Quintanilla",2,"Mary Keitel"
"1325","Rosemary Schmidt",2,"Henry Berry"
"1326","Ivan Cromwell",2,"Val Bolger"
"1327","Dwight Lombardi",2,"Angela Witherspoon"
"1328","Fernando Churchill",2,"Angela Witherspoon"
"1329","Georgia Jacobs",2,"Gina Degeneres"
"1330","Alberto Henning",2,"Val Bolger"
"1331","Lisa Anderson",2,"Sandra Kilmer"
"1332","Lawrence Lawton",2,"Mary Keitel"
"1333","Marvin Yee",2,"Matthew Carrey"
"1334","Daniel Cabral",2,"Henry Berry"
"1335","Patricia Johnson",2,"Walter Torn"
"1336","Martin Bales",2,"Jayne Nolte"
"1337","Lloyd Dowd",2,"Val Bolger"
"1338","Yvonne Watkins",2,"Gina Degeneres"
"1339","Clarence Gamez",2,"Walter Torn"
"1340","Robert Baughman",2,"Jayne Nolte"
"1341","Jessie Milam",2,"Henry Berry"
"1342","Susan Wilson",2,"Angela Witherspoon"
"1343","Melissa King",2,"Angela Witherspoon"
"1344","Elaine Stevens",2,"Jayne Nolte"
"1345","Gloria Cook",2,"Sean Guiness"
"1346","Jay Robb",2,"Walter Torn"
"1347","Sue Peters",2,"Henry Berry"
"1348","Ben Easter",2,"Mary Keitel"
"1349","Martha Gonzalez",2,"Sandra Kilmer"
"1350","Hector Poindexter",2,"Walter Torn"
"1351","Ellen Simpson",2,"Angela Witherspoon"
"1352","Michele Grant",2,"Gina Degeneres"
"1353","Joshua Mark",2,"Walter Torn"
"1354","Alberto Henning",2,"Angela Witherspoon"
"1355","Jacob Lance",2,"Matthew Carrey"
"1356","Dwayne Olvera",2,"Sandra Kilmer"
"1357","Eleanor Hunt",2,"Walter Torn"
"1358","Michelle Clark",2,"Mary Keitel"
"1359","Rosa Reynolds",2,"Sandra Kilmer"
"1360","Jamie Rice",2,"Matthew Carrey"
"1361","Mae Fletcher",2,"Matthew Carrey"
"1362","Sonia Gregory",2,"Angela Witherspoon"
"1363","Irma Pearson",2,"Sean Guiness"
"1364","Glenda Frazier",2,"Henry Berry"
"1365","Kyle Spurlock",2,"Henry Berry"
"1366","Crystal Ford",2,"Angela Witherspoon"
"1367","Kurt Emmons",2,"Henry Berry"
"1368","Ramon Choate",2,"Sean Guiness"
"1369","Darryl Ashcraft",2,"Sandra Kilmer"
"1370","Howard Fortner",2,"Val Bolger"
"1371","Diane Collins",2,"Gina Degeneres"
"1372","Kelly Knott",2,"Matthew Carrey"
"1373","Audrey Ray",2,"Walter Torn"
"1374","Violet Rodriquez",2,"Henry Berry"
"1375","Rafael Abney",2,"Henry Berry"
"1376","Frank Waggoner",2,"Angela Witherspoon"
"1377","Theresa Watson",2,"Matthew Carrey"
"1378","Dolores Wagner",2,"Sandra Kilmer"
"1379","Tonya Chapman",2,"Angela Witherspoon"
"1380","Alfred Casillas",2,"Jayne Nolte"
"1381","Carl Artis",2,"Henry Berry"
"1382","Leslie Gordon",2,"Matthew Carrey"
"1383","Jimmy Schrader",2,"Sandra Kilmer"
"1384","Tracy Herrmann",2,"Sandra Kilmer"
"1385","Vivian Ruiz",2,"Walter Torn"
"1386","Francisco Skidmore",2,"Sandra Kilmer"
"1387","Micheal Forman",2,"Mary Keitel"
"1388","Michele Grant",2,"Jayne Nolte"
"1389","Leroy Bustamante",2,"Walter Torn"
"1390","Shawn Heaton",2,"Sandra Kilmer"
"1391","Adam Gooch",2,"Henry Berry"
"1392","Delores Hansen",2,"Jayne Nolte"
"1393","Debra Nelson",2,"Walter Torn"
"1394","Betty White",2,"Jayne Nolte"
"1395","Tamara Nguyen",2,"Sandra Kilmer"
"1396","Melinda Fernandez",2,"Sean Guiness"
"1397","Felicia Sutton",2,"Sean Guiness"
"1398","Terry Carlson",2,"Sean Guiness"
"1399","Herman Devore",2,"Val Bolger"
"1400","Cheryl Murphy",2,"Henry Berry"
"1401","Eva Ramos",2,"Mary Keitel"
"1402","Diane Collins",2,"Jayne Nolte"
"1403","Connie Wallace",2,"Val Bolger"
"1404","Carolyn Perez",2,"Jayne Nolte"
"1405","Danielle Daniels",2,"Matthew Carrey"
"1406","Samuel Marlow",2,"Jayne Nolte"
"1407","Mary Smith",2,"Sandra Kilmer"
"1408","Casey Mena",2,"Mary Keitel"
"1409","Lori Wood",2,"Gina Degeneres"
"1410","Ann Evans",2,"Val Bolger"
"1411","Grace Ellis",2,"Henry Berry"
"1412","Alma Austin",2,"Walter Torn"
"1413","Nicholas Barfield",2,"Gina Degeneres"
"1414","Dianne Shelton",2,"Angela Witherspoon"
"1415","Glenn Pullen",2,"Val Bolger"
"1416","Carlos Coughlin",2,"Angela Witherspoon"
"1417","Jerome Kenyon",2,"Matthew Carrey"
"1418","Josephine Gomez",2,"Gina Degeneres"
"1419","Sue Peters",2,"Sean Guiness"
"1420","Glenda Frazier",2,"Walter Torn"
"1421","Willard Lumpkin",2,"Henry Berry"
"1422","Tanya Gilbert",2,"Angela Witherspoon"
"1423","Rodney Moeller",2,"Walter Torn"
"1424","Ernest Stepp",2,"Henry Berry"
"1425","Virginia Green",2,"Sean Guiness"
"1426","April Burns",2,"Sandra Kilmer"
"1427","Marjorie Tucker",2,"Angela Witherspoon"
"1428","Joel Francisco",2,"Gina Degeneres"
"1429","Dorothy Taylor",2,"Val Bolger"
"1430","Melvin Ellington",2,"Mary Keitel"
"1431","Gregory Mauldin",2,"Angela Witherspoon"
"1432","Ross Grey",2,"Val Bolger"
"1433","Annie Russell",2,"Walter Torn"
"1434","Ken Prewitt",2,"Gina Degeneres"
"1435","Renee Lane",2,"Mary Keitel"
"1436","Melinda Fernandez",2,"Gina Degeneres"
"1437","Hilda Hopkins",2,"Gina Degeneres"
"1438","Evelyn Morgan",2,"Angela Witherspoon"
"1439","Paula Bryant",2,"Henry Berry"
"1440","Katie Elliott",2,"Mary Keitel"
"1441","Edgar Rhoads",2,"Angela Witherspoon"
"1442","Mario Cheatham",2,"Sean Guiness"
"1443","Shawn Heaton",2,"Matthew Carrey"
"1444","Jessie Milam",2,"Walter Torn"
"1445","Natalie Meyer",2,"Henry Berry"
"1446","Vincent Ralston",2,"Gina Degeneres"
"1447","Charles Kowalski",2,"Val Bolger"
"1448","Dennis Gilman",2,"Angela Witherspoon"
"1449","Tom Milner",2,"Angela Witherspoon"
"1450","Carmen Owens",2,"Mary Keitel"
"1451","Darlene Rose",2,"Jayne Nolte"
"1452","Wallace Slone",2,"Jayne Nolte"
"1453","Beth Franklin",2,"Matthew Carrey"
"1454","Brad Mccurdy",2,"Sean Guiness"
"1455","Debra Nelson",2,"Gina Degeneres"
"1456","Jackie Lynch",2,"Walter Torn"
"1457","Wilma Richards",2,"Mary Keitel"
"1458","Viola Hanson",2,"Sean Guiness"
"1459","Gertrude Castillo",2,"Sean Guiness"
"1460","Patricia Johnson",2,"Jayne Nolte"
"1461","Margaret Moore",2,"Matthew Carrey"
"1462","Elsie Kelley",2,"Gina Degeneres"
"1463","Claudia Fuller",2,"Walter Torn"
"1464","Charles Kowalski",2,"Mary Keitel"
"1465","Alvin Deloach",2,"Walter Torn"
"1466","Geraldine Perkins",2,"Gina Degeneres"
"1467","Stephanie Mitchell",2,"Jayne Nolte"
"1468","Don Bone",2,"Angela Witherspoon"
"1469","Clifford Bowens",2,"Mary Keitel"
"1470","Wendy Harrison",2,"Matthew Carrey"
"1471","Shane Millard",2,"Val Bolger"
"1472","Hilda Hopkins",2,"Jayne Nolte"
"1473","Kyle Spurlock",2,"Walter Torn"
"1474","Vivian Ruiz",2,"Jayne Nolte"
"1475","Vicki Fields",2,"Walter Torn"
"1476","Hector Poindexter",2,"Jayne Nolte"
"1477","Sonia Gregory",2,"Sandra Kilmer"
"1478","Elsie Kelley",2,"Jayne Nolte"
"1479","Julio Noland",2,"Henry Berry"
"1480","Shannon Freeman",2,"Jayne Nolte"
"1481","Tony Carranza",2,"Jayne Nolte"
"1482","Lucy Wheeler",2,"Jayne Nolte"
"1483","Helen Harris",2,"Sean Guiness"
"1484","Bryan Hardison",2,"Sean Guiness"
"1485","Fred Wheat",2,"Sean Guiness"
"1486","Corey Hauser",2,"Angela Witherspoon"
"1487","Alfred Casillas",2,"Angela Witherspoon"
"1488","Diana Alexander",2,"Mary Keitel"
"1489","Gilbert Sledge",2,"Gina Degeneres"
"1490","Courtney Day",2,"Sandra Kilmer"
"1491","Yvonne Watkins",2,"Henry Berry"
"1492","Eleanor Hunt",2,"Jayne Nolte"
"1493","Sara Perry",2,"Sandra Kilmer"
"1494","Jaime Nettles",2,"Henry Berry"
"1495","Willie Markham",2,"Sandra Kilmer"
"1496","Pauline Henry",2,"Val Bolger"
"1497","Herman Devore",2,"Sandra Kilmer"
"1498","Cory Meehan",2,"Gina Degeneres"
"1499","Joshua Mark",2,"Gina Degeneres"
"1500","Kristina Chambers",2,"Gina Degeneres"
"1501","Marjorie Tucker",2,"Val Bolger"
"1502","Gregory Mauldin",2,"Val Bolger"
"1503","Judy Gray",2,"Gina Degeneres"
"1504","Jean Bell",2,"Gina Degeneres"
"1505","Rene Mcalister",2,"Henry Berry"
"1506","Felicia Sutton",2,"Angela Witherspoon"
"1507","Troy Quigley",2,"Matthew Carrey"
"1508","George Linton",2,"Matthew Carrey"
"1509","Clara Shaw",2,"Val Bolger"
"1510","Rosemary Schmidt",2,"Val Bolger"
"1511","Gloria Cook",2,"Val Bolger"
"1512","Betty White",2,"Sean Guiness"
"1513","Neil Renner",2,"Gina Degeneres"
"1514","Enrique Forsythe",2,"Mary Keitel"
"1515","Ella Oliver",2,"Henry Berry"
"1516","Judy Gray",2,"Angela Witherspoon"
"1517","Esther Crawford",2,"Gina Degeneres"
"1518","Guy Brownlee",2,"Walter Torn"
"1519","Wanda Patterson",2,"Jayne Nolte"
"1520","Minnie Romero",2,"Matthew Carrey"
"1521","Carl Artis",2,"Gina Degeneres"
"1522","Nicholas Barfield",2,"Angela Witherspoon"
"1523","Diane Collins",2,"Sean Guiness"
"1524","Vickie Brewer",2,"Val Bolger"
"1525","Cody Nolen",2,"Matthew Carrey"
"1526","Arlene Harvey",2,"Sean Guiness"
"1527","William Satterfield",2,"Gina Degeneres"
"1528","Ramon Choate",2,"Angela Witherspoon"
"1529","Jackie Lynch",2,"Jayne Nolte"
"1530","Alvin Deloach",2,"Jayne Nolte"
"1531","Paul Trout",2,"Sean Guiness"
"1532","Sue Peters",2,"Gina Degeneres"
"1533","Darryl Ashcraft",2,"Mary Keitel"
"1534","Willie Howell",2,"Mary Keitel"
"1535","Donald Mahon",2,"Sandra Kilmer"
"1536","Herman Devore",2,"Matthew Carrey"
"1537","Raul Fortier",2,"Gina Degeneres"
"1538","Anthony Schwab",2,"Val Bolger"
"1539","Curtis Irby",2,"Val Bolger"
"1540","Nelson Christenson",2,"Jayne Nolte"
"1541","Martin Bales",2,"Sean Guiness"
"1542","Debbie Reyes",2,"Henry Berry"
"1543","Mary Smith",2,"Mary Keitel"
"1544","Sherry Marshall",2,"Val Bolger"
"1545","Stacy Cunningham",2,"Walter Torn"
"1546","Hilda Hopkins",2,"Angela Witherspoon"
"1547","Edwin Burk",2,"Walter Torn"
"1548","Dwight Lombardi",2,"Mary Keitel"
"1549","Antonio Meek",2,"Matthew Carrey"
"1550","Bernard Colby",2,"Mary Keitel"
"1551","Carl Artis",2,"Jayne Nolte"
"1552","Monica Hicks",2,"Matthew Carrey"
"1553","Andre Rapp",2,"Mary Keitel"
"1554","Jared Ely",2,"Henry Berry"
"1555","Lee Hawks",2,"Walter Torn"
"1556","Clinton Buford",2,"Angela Witherspoon"
"1557","Nicole Peterson",2,"Sean Guiness"
"1558","Gwendolyn May",2,"Mary Keitel"
"1559","Heather Morris",2,"Henry Berry"
"1560","Sally Pierce",2,"Val Bolger"
"1561","David Royal",2,"Sandra Kilmer"
"1562","Ken Prewitt",2,"Angela Witherspoon"
"1563","Sandra Martin",2,"Mary Keitel"
"1564","Grace Ellis",2,"Gina Degeneres"
"1565","Dawn Sullivan",2,"Sandra Kilmer"
"1566","Bonnie Hughes",2,"Angela Witherspoon"
"1567","Alexander Fennell",2,"Val Bolger"
"1568","Chad Carbone",2,"Sandra Kilmer"
"1569","Sally Pierce",2,"Angela Witherspoon"
"1570","Jonathan Scarborough",2,"Gina Degeneres"
"1571","Connie Wallace",2,"Matthew Carrey"
"1572","Jackie Lynch",2,"Gina Degeneres"
"1573","Kyle Spurlock",2,"Jayne Nolte"
"1574","Lauren Hudson",2,"Jayne Nolte"
"1575","Kelly Torres",2,"Sean Guiness"
"1576","Cheryl Murphy",2,"Gina Degeneres"
"1577","Ronnie Ricketts",2,"Sean Guiness"
"1578","Stacey Montgomery",2,"Sandra Kilmer"
"1579","Terry Carlson",2,"Angela Witherspoon"
"1580","Dianne Shelton",2,"Sandra Kilmer"
"1581","Bill Gavin",2,"Henry Berry"
"1582","Joe Gilliland",2,"Sandra Kilmer"
"1583","Viola Hanson",2,"Val Bolger"
"1584","Pamela Baker",2,"Angela Witherspoon"
"1585","Eugene Culpepper",2,"Matthew Carrey"
"1586","Claude Herzog",2,"Gina Degeneres"
"1587","Jorge Olivares",2,"Mary Keitel"
"1588","Joseph Joy",2,"Jayne Nolte"
"1589","Glenn Pullen",2,"Matthew Carrey"
"1590","Gerald Fultz",2,"Val Bolger"
"1591","Jackie Lynch",2,"Henry Berry"
"1592","Stacy Cunningham",2,"Gina Degeneres"
"1593","Cathy Spencer",2,"Walter Torn"
"1594","Cheryl Murphy",2,"Angela Witherspoon"
"1595","Leo Ebert",2,"Val Bolger"
"1596","Harvey Guajardo",2,"Gina Degeneres"
"1597","Carla Gutierrez",2,"Sandra Kilmer"
"1598","Max Pitt",2,"Henry Berry"
"1599","Claudia Fuller",2,"Henry Berry"
"1600","Eleanor Hunt",2,"Sean Guiness"
"1601","Julio Noland",2,"Gina Degeneres"
"1602","Morris Mccarter",2,"Angela Witherspoon"
"1603","Lillian Griffin",2,"Matthew Carrey"
"1604","Eduardo Hiatt",2,"Walter Torn"
"1605","Rosemary Schmidt",2,"Sandra Kilmer"
"1606","Jose Andrew",2,"Matthew Carrey"
"1607","Sara Perry",2,"Mary Keitel"
"1608","Gloria Cook",2,"Sandra Kilmer"
"1609","Mattie Hoffman",2,"Gina Degeneres"
"1610","Virgil Wofford",2,"Angela Witherspoon"
"1611","Tina Simmons",2,"Mary Keitel"
"1612","Paula Bryant",2,"Gina Degeneres"
"1613","Maxine Silva",2,"Jayne Nolte"
"1614","Andy Vanhorn",2,"Matthew Carrey"
"1615","Dawn Sullivan",2,"Matthew Carrey"
"1616","Louise Jenkins",2,"Matthew Carrey"
"1617","Thomas Grigsby",2,"Val Bolger"
"1618","Lorraine Stephens",2,"Jayne Nolte"
"1619","Tammy Sanders",2,"Jayne Nolte"
"1620","Phillip Holm",2,"Jayne Nolte"
"1621","Lloyd Dowd",2,"Mary Keitel"
"1622","Henry Billingsley",2,"Sean Guiness"
"1623","Ted Breaux",2,"Val Bolger"
"1624","Adrian Clary",2,"Henry Berry"
"1625","Tyrone Asher",2,"Sandra Kilmer"
"1626","Myrtle Fleming",2,"Gina Degeneres"
"1627","Guy Brownlee",2,"Jayne Nolte"
"1628","Herman Devore",2,"Mary Keitel"
"1629","Ernest Stepp",2,"Gina Degeneres"
"1630","Stella Moreno",2,"Gina Degeneres"
"1631","Fred Wheat",2,"Val Bolger"
"1632","Sergio Stanfield",2,"Mary Keitel"
"1633","Sherry Marshall",2,"Sandra Kilmer"
"1634","Gina Williamson",2,"Jayne Nolte"
"1635","Peter Menard",2,"Henry Berry"
"1636","Alicia Mills",2,"Henry Berry"
"1637","Erin Dunn",2,"Walter Torn"
"1638","Morris Mccarter",2,"Val Bolger"
"1639","Thelma Murray",2,"Mary Keitel"
"1640","Joanne Robertson",2,"Angela Witherspoon"
"1641","Matthew Mahan",2,"Val Bolger"
"1642","Valerie Black",2,"Matthew Carrey"
"1643","Geraldine Perkins",2,"Sean Guiness"
"1644","Manuel Murrell",2,"Jayne Nolte"
"1645","Brenda Wright",2,"Sandra Kilmer"
"1646","Francis Sikes",2,"Gina Degeneres"
"1647","Shirley Allen",2,"Val Bolger"
"1648","Bill Gavin",2,"Jayne Nolte"
"1649","Harold Martino",2,"Mary Keitel"
"1650","Mike Way",2,"Val Bolger"
"1651","Patsy Davidson",2,"Henry Berry"
"1652","Milton Howland",2,"Gina Degeneres"
"1653","Mary Smith",2,"Matthew Carrey"
"1654","Maria Miller",2,"Sean Guiness"
"1655","Everett Banda",2,"Matthew Carrey"
"1656","Ricardo Meador",2,"Walter Torn"
"1657","Kristin Johnston",2,"Matthew Carrey"
"1658","Maria Miller",2,"Walter Torn"
"1659","Julie Sanchez",2,"Henry Berry"
"1660","Lori Wood",2,"Val Bolger"
"1661","Chad Carbone",2,"Mary Keitel"
"1662","Diane Collins",2,"Val Bolger"
"1663","Terrence Gunderson",2,"Gina Degeneres"
"1664","Alicia Mills",2,"Walter Torn"
"1665","Morris Mccarter",2,"Sandra Kilmer"
"1666","Brett Cornwell",2,"Gina Degeneres"
"1667","Jay Robb",2,"Gina Degeneres"
"1668","Janet Phillips",2,"Jayne Nolte"
"1669","Paul Trout",2,"Val Bolger"
"1670","Dianne Shelton",2,"Mary Keitel"
"1671","Roberta Harper",2,"Matthew Carrey"
"1672","Daisy Bates",2,"Walter Torn"
"1673","Margie Wade",2,"Sean Guiness"
"1674","Priscilla Lowe",2,"Angela Witherspoon"
"1675","Armando Gruber",2,"Val Bolger"
"1676","Eleanor Hunt",2,"Gina Degeneres"
"1677","Evelyn Morgan",2,"Mary Keitel"
"1678","Barbara Jones",2,"Jayne Nolte"
"1679","Justin Ngo",2,"Henry Berry"
"1680","Misty Lambert",2,"Angela Witherspoon"
"1681","Susan Wilson",2,"Sandra Kilmer"
"1682","Willie Howell",2,"Matthew Carrey"
"1683","Luis Yanez",2,"Val Bolger"
"1684","Barry Lovelace",2,"Jayne Nolte"
"1685","Jeffrey Spear",2,"Angela Witherspoon"
"1686","Crystal Ford",2,"Sandra Kilmer"
"1687","Daniel Cabral",2,"Sandra Kilmer"
"1688","Dwayne Olvera",2,"Matthew Carrey"
"1689","Peter Menard",2,"Sean Guiness"
"1690","Edna West",2,"Gina Degeneres"
"1691","Guy Brownlee",2,"Henry Berry"
"1692","Earl Shanks",2,"Val Bolger"
"1693","Alex Gresham",2,"Walter Torn"
"1694","Clara Shaw",2,"Matthew Carrey"
"1695","Ruby Washington",2,"Angela Witherspoon"
"1696","Dawn Sullivan",2,"Mary Keitel"
"1697","Cathy Spencer",2,"Jayne Nolte"
"1698","Jim Rea",2,"Val Bolger"
"1699","Elmer Noe",2,"Walter Torn"
"1700","Emma Boyd",2,"Walter Torn"
"1701","Tara Ryan",2,"Matthew Carrey"
"1702","Jack Foust",2,"Mary Keitel"
"1703","Misty Lambert",2,"Val Bolger"
"1704","Jessie Banks",2,"Walter Torn"
"1705","Arlene Harvey",2,"Val Bolger"
"1706","Russell Brinson",2,"Jayne Nolte"
"1707","Virginia Green",2,"Sandra Kilmer"
"1708","Dana Hart",2,"Mary Keitel"
"1709","Gertrude Castillo",2,"Sandra Kilmer"
"1710","Stephen Qualls",2,"Henry Berry"
"1711","Felix Gaffney",2,"Mary Keitel"
"1712","Jim Rea",2,"Angela Witherspoon"
"1713","Gordon Allard",2,"Mary Keitel"
"1714","Alexander Fennell",2,"Matthew Carrey"
"1715","Fred Wheat",2,"Sandra Kilmer"
"1716","Janet Phillips",2,"Gina Degeneres"
"1717","Isaac Oglesby",2,"Angela Witherspoon"
"1718","Kyle Spurlock",2,"Sean Guiness"
"1719","Melanie Armstrong",2,"Angela Witherspoon"
"1720","Maxine Silva",2,"Henry Berry"
"1721","Walter Perryman",2,"Henry Berry"
"1722","Jennie Terry",2,"Val Bolger"
"1723","Raymond Mcwhorter",2,"Mary Keitel"
"1724","Kathryn Coleman",2,"Matthew Carrey"
"1725","Gary Coy",2,"Sandra Kilmer"
"1726","Ethel Webb",2,"Sean Guiness"
